"Country","Language Name","Language Code","Classification","Family","Is ISO Recognized","Is Sign Language","1st Language Pop","Language Vitality","Alternate Names","GRN Numbers","Varieties (ROLV)","Continent","Country Code","Is Remaining V2025 Need"
"Laos","Laopang [lbg]","lbg","Sino-Tibetan, Tibeto-Burman, Ngwi-Burmese, Ngwi, Unclassified","Sino-Tibetan","Yes","No","9,55","6a - Vigorous","Gu-ba (LA, L)Laopa (LA, L)Laopan (LA, L)","Laopang (12766, GRN rec: No)","","Asia","LA","Yes"
"Laos","Rmeet [lbn]","lbn","Austro-Asiatic, Mon-Khmer, Northern Mon-Khmer, Palaungic, Eastern Palaungic, Lametic","Austro-Asiatic","Yes","No","22,4","6a - Vigorous","Kha Lamet (LA, L)Khamed (LA, L)Khamet (LA, L)Lamed (LA, L)Lamet (LA, L)Lemet (LA, L)","Khamet (487, GRN rec: Yes)Lamet (3120, GRN rec: Yes)Lamet: Lower Lamet (12735, GRN rec: No)Lamet: Upper Lamet (12736, GRN rec: No)","Khamet (00487)Lower (12735)Upper (12736)","Asia","LA","No"
"Laos","Laven [lbo]","lbo","Austro-Asiatic, Mon-Khmer, Eastern Mon-Khmer, Bahnaric, West Bahnaric, Laven","Austro-Asiatic","Yes","No","56,4","6a - Vigorous","Boloven (LA, L)Boriwen (LA, L)Jaru (LA, L)Jru (LA, L)Jru' (LA, L)Jruq (LA, L)Laweenjru (LA, L)Loven (LA, L)Yrou (LA, L)","Laven Nong Lao (1807, GRN rec: Yes)Loven: Paksong (1808, GRN rec: Yes)Loven: Tame (1809, GRN rec: Yes)Loven: Houei Kong (1815, GRN rec: Yes)Laven (12797, GRN rec: No)","Laven Nong Lao (01807)Paksong (01808)Tame (01809)Houei Kong (01815)","Asia","LA","No"
"Laos","Laos Sign Language [lso]","lso","Sign language, Deaf community sign language","Sign language","Yes","Yes","36","6a - Vigorous","","Laos Sign Language (19117, GRN rec: No)","","Asia","LA","No"
"Laos","Lavi [lvi]","lvi","Austro-Asiatic, Mon-Khmer, Eastern Mon-Khmer, Bahnaric, West Bahnaric","Austro-Asiatic","Yes","No","","8a - Moribund","Lavy (LA, L)Lawi (LA, L)Salwoeng (LA, L)Saveung (LA, L)Swoeng (LA, L)","Lavi (24029, GRN rec: No)","","Asia","LA","No"
"Laos","Mal [mlf]","mlf","Austro-Asiatic, Mon-Khmer, Northern Mon-Khmer, Khmuic, Mal-Khmu', Mal-Prai","Austro-Asiatic","Yes","No","26,7","5 - Developing","Htin (LA, L)Htin (TH, L)Ht'in (LA, L)Ht'in (TH, L)Khatin (LA, L)Khatin (TH, L)Lua (TH, L)Ma'di (LA, L)Ma'di (TH, L)Madl (LA, L)Madl (TH, L)Thin (LA, L)Thin (TH, L)Tin (LA, L)Tin (TH, L)T'in (LA, L)T'in (TH, L)","Phai: Northern (2041, GRN rec: Yes)Phai: Northern (2041, GRN rec: Yes)Tin: Western (2290, GRN rec: Yes)Tin: Western (2290, GRN rec: Yes)Mal (23013, GRN rec: No)Mal (23013, GRN rec: No)","Northern (02041)Western (02290)","Asia","LA","No"
"Laos","Katang, Northern [ncq]","ncq","Austro-Asiatic, Mon-Khmer, Eastern Mon-Khmer, Katuic, West Katuic, Bru","Austro-Asiatic","Yes","No","65","5 - Developing","Kataang (LA, L)Katang (LA, L)","Katang, Northern (22853, GRN rec: Yes)Katang, Northern: Katang Phin (26817, GRN rec: No)","Katang Phin (26817)","Asia","LA","No"
"Laos","Nyaheun [nev]","nev","Austro-Asiatic, Mon-Khmer, Eastern Mon-Khmer, Bahnaric, West Bahnaric, Nyaheun","Austro-Asiatic","Yes","No","9","6a - Vigorous","Hin (LA, L)Hoen (LA, L)Hun (LA, L)Hu'n (LA, L)Ña-hu'n (LA, L)Nha Heun (LA, L)Nhaheun (LA, L)Nia Hoen (LA, L)Niahon (LA, L)Nyah Heuny (LA, L)Nyahön (LA, L)Nyahuen (LA, L)Yaheun (LA, L)","Nyaheun: Ban Jiang (1008, GRN rec: Yes)Nyaheun: Nong Mek (1822, GRN rec: Yes)Nyaheun: Ban Tahot (3115, GRN rec: Yes)Nyaheun: Nam Tuat (3116, GRN rec: Yes)Nyaheun (23092, GRN rec: No)","Ban Jiang (01008)Nong Mek (01822)Ban Tahot (03115)Nam Tuat (03116)","Asia","LA","No"
"Laos","Kriang [ngt]","ngt","Austro-Asiatic, Mon-Khmer, Eastern Mon-Khmer, Katuic, East Katuic, Ngeq-Nkriang","Austro-Asiatic","Yes","No","16,8","5 - Developing","Klor (LA, L)Lor (LA, L)Griang (LA, L)Khiang (LA, L)Kriang-Khlor (LA, L)Kuriang (LA, L)Ngae (LA, L)Nge (LA, L)Nge' (LA, L)Ngeh (LA, L)Ngeq (LA, L)Ngkriang (LA, L)Nhae (LA, L)Nkriang (LA, L)","Nghe: Se Kong (1026, GRN rec: Yes)Nghe: Ban Ko (1804, GRN rec: Yes)Nghe: Ban Bang (1806, GRN rec: Yes)Kriang (23045, GRN rec: No)Nghe: Khlor (25272, GRN rec: No)Nghe: Tha Taeng (26818, GRN rec: No)","Se Kong (01026)Ban Ko (01804)Ban Bang (01806)Khlor (25272)Tha Taeng (26818)Chatong (30788)Dakkang (30789)","Asia","LA","No"
"Laos","Ong [oog]","oog","Austro-Asiatic, Mon-Khmer, Eastern Mon-Khmer, Katuic, Central Katuic, Ta'oih","Austro-Asiatic","Yes","No","10,3","7 - Shifting","Hantong (LA, L)Tong (LA, L)","Ong (15298, GRN rec: No)","","Asia","LA","No"
"Laos","Oy [oyb]","oyb","Austro-Asiatic, Mon-Khmer, Eastern Mon-Khmer, Bahnaric, West Bahnaric, Oi-The","Austro-Asiatic","Yes","No","32,2","6a - Vigorous","Cheng (LA, L)Chiengceng (LA, L)Sawk (LA, L)Sork (LA, L)Huei (LA, L)Oey (LA, L)Oi (LA, L)Oi-Sok (LA, L)Thae (LA, L)The (LA, L)","Oi: Konghang (1817, GRN rec: Yes)Oy: Jeng (1828, GRN rec: Yes)Oi: Inn Tea (2019, GRN rec: Yes)Oi: Khen Sang (2020, GRN rec: Yes)Oy: La-Nyao (2021, GRN rec: Yes)Oy: Sok (2023, GRN rec: Yes)Oy: Kranyeu (15383, GRN rec: No)Oy: Riyao (15384, GRN rec: No)Oy: Tamal Euy (15385, GRN rec: No)The (17439, GRN rec: Yes)Oy (23086, GRN rec: No)","Konghang (01817)Jeng (01828)Inn Tea (02019)Khen Sang (02020)La-Nyao (02021)Sok (02023)Riyao (15384)Tamal Euy (15385)The (17439)","Asia","LA","No"
"Laos","Phunoi [pho]","pho","Sino-Tibetan, Tibeto-Burman, Ngwi-Burmese, Ngwi, Southern, Bisoid","Sino-Tibetan","Yes","No","39,2","6b - Threatened","Phounoy (LA, L)Phu Noi (LA, L)Phunoy (LA, L)Punoi (LA, L)Singsily (LA, L)Sinsali (LA, L)","Phunoi (15630, GRN rec: No)Phunoi: Black Khoany (15631, GRN rec: No)Phunoi: Hwethom (15632, GRN rec: No)Phunoi: Khaskhong (15633, GRN rec: No)Phunoi: Mung (15634, GRN rec: No)Phunoi: White Khoany (15635, GRN rec: No)","Black Khoany (15631)Hwethom (15632)Khaskhong (15633)Mung (15634)White Khoany (15635)","Asia","LA","No"
"Laos","Phana' [phq]","phq","Sino-Tibetan, Tibeto-Burman, Ngwi-Burmese, Ngwi, Southern","Sino-Tibetan","Yes","No","380","6b - Threatened","Bana' (LA, L)Pana' (LA, L)","Bana' (3121, GRN rec: Yes)","","Asia","LA","Yes"
"Laos","Maleng [pkt]","pkt","Austro-Asiatic, Mon-Khmer, Viet-Muong, Chut","Austro-Asiatic","Yes","No","1,5","6b - Threatened","Kha Nam Om (VN, L)Kha Pakatan (LA, L)Maleng Bro (VN, L)Maleng Kari (VN, L)Pa Leng (VN, L)Ma Lieng (VN, L)Malang (LA, L)Malang (VN, L)Malieng (LA, L)Malieng (VN, L)","Maleng: Kha Pakatan (2016, GRN rec: Yes)Maleng: Kha Pakatan (2016, GRN rec: Yes)Maleng: Hareme (13489, GRN rec: No)Maleng: Hareme (13489, GRN rec: No)Maleng: Kha Phong (13490, GRN rec: No)Maleng: Kha Phong (13490, GRN rec: No)Maleng (13491, GRN rec: No)Maleng (13491, GRN rec: No)Maleng: Malieng (13492, GRN rec: No)Maleng: Malieng (13492, GRN rec: No)Maleng: Dan Hoa (26978, GRN rec: No)Maleng: Dan Hoa (26978, GRN rec: No)","Kha Pakatan (02016)Hareme (13489)Kha Phong (13490)Malieng (13492)Dan Hoa (26978)","Asia","LA","Yes"
"Laos","Phong-Kniang [pnx]","pnx","Austro-Asiatic, Mon-Khmer, Northern Mon-Khmer, Khmuic, Xinh Mul","Austro-Asiatic","Yes","No","30,7","6a - Vigorous","Keneng (LA, L)Kenieng (LA, L)Lao Phong (LA, L)Pong (LA, L)","Phong-Kniang (15626, GRN rec: No)","","Asia","LA","No"
"Laos","Katang, Southern [sct]","sct","Austro-Asiatic, Mon-Khmer, Eastern Mon-Khmer, Katuic, West Katuic, Bru","Austro-Asiatic","Yes","No","40","6a - Vigorous","Kataang Rueal (LA, L)Katang (LA, L)Katang Rueal (LA, L)","Katang, Southern (22852, GRN rec: Yes)","","Asia","LA","No"
"Laos","Saek [skb]","skb","Kra-Dai, Kam-Tai, Tai, Northern","Kra-Dai","Yes","No","7,34","6b - Threatened","Seak (LA, L)Seak (TH, L)Sek (LA, L)Sek (TH, L)Set (LA, L)Tai Sek (LA, L)Tai Sek (TH, L)Xaek (LA, L)Xec (LA, L)Xec (TH, L)Xek (LA, L)Xek (TH, L)","Saek (3112, GRN rec: Yes)Saek (3112, GRN rec: Yes)Saek: Khammouan (16166, GRN rec: No)Saek: Khammouan (16166, GRN rec: No)Saek: Na Kadok (16167, GRN rec: No)Saek: Na Kadok (16167, GRN rec: No)","Khammouan (16166)Na Kadok (16167)","Asia","LA","No"
"Laos","Sila [slt]","slt","Sino-Tibetan, Tibeto-Burman, Ngwi-Burmese, Ngwi, Southern","Sino-Tibetan","Yes","No","4,06","6a - Vigorous","Asong (LA, L)Sida (LA, L)Sida (VN, L)","Sila (16701, GRN rec: No)Sila (16701, GRN rec: No)","","Asia","LA","No"
"Laos","Sapuan [spu]","spu","Austro-Asiatic, Mon-Khmer, Eastern Mon-Khmer, Bahnaric, West Bahnaric, Oi-The","Austro-Asiatic","Yes","No","1","6a - Vigorous","Sapouan (LA, L)","Sapuan (2022, GRN rec: Yes)","","Asia","LA","No"
"Laos","Sou [sqq]","sqq","Austro-Asiatic, Mon-Khmer, Eastern Mon-Khmer, Bahnaric, West Bahnaric, Brao-Kravet","Austro-Asiatic","Yes","No","2,5","6b - Threatened","Sawk (LA, L)Souk (LA, L)Su (LA, L)Su' (LA, L)Suq (LA, L)","Sou (16872, GRN rec: Yes)","","Asia","LA","No"
"Laos","So [sss]","sss","Austro-Asiatic, Mon-Khmer, Eastern Mon-Khmer, Katuic, West Katuic, Bru","Austro-Asiatic","Yes","No","233","6a - Vigorous","Bru (LA, L)Makong (LA, L)Mang Cong (LA, L)Mangkong (LA, L)Mang-Koong (LA, L)Mankoong (LA, L)Sô (LA, L)So Makon (LA, L)Thro (LA, L)","So: Nhommarath (531, GRN rec: Yes)So: Nhommarath (531, GRN rec: Yes)So: Phalane (1020, GRN rec: Yes)So: Phalane (1020, GRN rec: Yes)Makong (1710, GRN rec: Yes)Makong (1710, GRN rec: Yes)So: Ban Lao (1905, GRN rec: Yes)So: Ban Lao (1905, GRN rec: Yes)So: Muong Luang (2024, GRN rec: Yes)So: Muong Luang (2024, GRN rec: Yes)So: So Phong (16806, GRN rec: No)So: So Phong (16806, GRN rec: No)So: So Slouy (16807, GRN rec: No)So: So Slouy (16807, GRN rec: No)So: So Trong (16808, GRN rec: No)So: So Trong (16808, GRN rec: No)Sô (23027, GRN rec: No)Sô (23027, GRN rec: No)","Nhommarath (00531)Phalane (01020)Makong (01710)Ban Lao (01905)Muong Luang (02024)So Phong (16806)So Slouy (16807)So Trong (16808)","Asia","LA","No"
"Laos","Talieng [tdf]","tdf","Austro-Asiatic, Mon-Khmer, Eastern Mon-Khmer, Bahnaric, North Bahnaric, West","Austro-Asiatic","Yes","No","38,4","6a - Vigorous","Caliang (LA, L)Calieng (LA, L)Kaseng (LA, L)Kasseng (LA, L)Khon Dak Chueng (LA, L)Koseng (LA, L)Kraseng (LA, L)Taliang (LA, L)Tariang (LA, L)Tarieng (LA, L)Triang (LA, L)Trieng (LA, L)","Kasseng (996, GRN rec: Yes)Kasseng: Attopeu (2018, GRN rec: Yes)Talieng (17109, GRN rec: Yes)","Kasseng (00996)Attopeu (02018)","Asia","LA","No"
"Laos","Tareng [tgr]","tgr","Austro-Asiatic, Mon-Khmer, Eastern Mon-Khmer, Katuic, East Katuic, Katu-Pacoh","Austro-Asiatic","Yes","No","5","6a - Vigorous","Tariang (LA, L)","Tareng (17216, GRN rec: No)","","Asia","LA","No"
"Laos","Tai Long [thi]","thi","Kra-Dai, Kam-Tai, Tai, Southwestern","Kra-Dai","Yes","No","4,8","6a - Vigorous","","Tai Long (17059, GRN rec: No)","","Asia","LA","No"
"Laos","Tai Khang [tnu]","tnu","Kra-Dai, Kam-Tai, Tai","Kra-Dai","Yes","No","200","6b - Threatened","Tai Kang (LA, L)Tay Chieng (LA, L)Tay Khang (LA, L)","Tai Khang (17269, GRN rec: No)","","Asia","LA","Yes"
"Laos","Tai Pao [tpo]","tpo","Kra-Dai, Kam-Tai, Tai","Kra-Dai","Yes","No","12,5","6b - Threatened","Hàng Tong (VN, L)Tai Hang Tong (VN, L)Tai Paw (VN, L)Tày Muòng (VN, L)Thai Muong (VN, L)","Tai Hang Tong (17056, GRN rec: No)Tai Hang Tong (17056, GRN rec: No)Tai Pao (17064, GRN rec: No)Tai Pao (17064, GRN rec: No)","Tai Hang Tong (17056)","Asia","LA","No"
"Laos","Ta'oih, Upper [tth]","tth","Austro-Asiatic, Mon-Khmer, Eastern Mon-Khmer, Katuic, Central Katuic, Ta'oih","Austro-Asiatic","Yes","No","49,9","7 - Shifting","Sa'ang (LA, L)Sa'ang (VN, L)Kantua (VN, L)Katang (LA, L)Ta Hoi (LA, L)Ta Hoi (VN, L)Ta-Oi (LA, L)Tà-Oi (VN, L)Ta'oiq (LA, L)Ta-oiq (LA, L)Ta-Oy (LA, L)Tau Oi (LA, L)Tau Oi (VN, L)Toi-Oi (VN, L)T-Oy (VN, L)","Tahoi (1010, GRN rec: Yes)Tahoi (1010, GRN rec: Yes)Ta-oi: Kadap (1802, GRN rec: Yes)Ta-oi: Kadap (1802, GRN rec: Yes)Ta-oi: Pachum (1813, GRN rec: Yes)Ta-oi: Pachum (1813, GRN rec: Yes)Ta-oi: Harnol Paleng (1816, GRN rec: Yes)Ta-oi: Harnol Paleng (1816, GRN rec: Yes)Ta-oi: Sanja (3891, GRN rec: Yes)Ta-oi: Sanja (3891, GRN rec: Yes)Taoih, Upper: Kamuan' (17203, GRN rec: No)Taoih, Upper: Kamuan' (17203, GRN rec: No)Taoih, Upper: Leem (17204, GRN rec: No)Taoih, Upper: Leem (17204, GRN rec: No)Ta-oi: Ha'aang (28534, GRN rec: No)Ta-oi: Ha'aang (28534, GRN rec: No)Ta'oih, Upper: Katang Ta'oiq (29381, GRN rec: No)Ta'oih, Upper: Katang Ta'oiq (29381, GRN rec: No)","Kadap (01802)Pachum (01813)Harnol Paleng (01816)Sanja (03891)Kamuan' (17203)Leem (17204)Ha'aang (28534)","Asia","LA","No"
"Laos","Ta'oih, Lower [tto]","tto","Austro-Asiatic, Mon-Khmer, Eastern Mon-Khmer, Katuic, Central Katuic, Ta'oih","Austro-Asiatic","Yes","No","15,8","6a - Vigorous","Tong (LA, L)","Ta'oih, Lower: Tong (1825, GRN rec: Yes)Taoih, Lower: Hantong' (17202, GRN rec: No)Ta'oih, Lower (29023, GRN rec: No)","Tong (01825)Hantong' (17202)","Asia","LA","No"
"Laos","Kuan [uan]","uan","Kra-Dai, Kam-Tai, Tai","Kra-Dai","Yes","No","890","6b - Threatened","Guan (LA, L)Tai Guan (LA, L)Tai Khouan (LA, L)Tai Kouane (LA, L)Tai Kuan (LA, L)Tai Kwan (LA, L)","Kuan (12379, GRN rec: No)","","Asia","LA","No"
"Laos","Kiorr [xko]","xko","Austro-Asiatic, Mon-Khmer, Northern Mon-Khmer, Palaungic, Eastern Palaungic, Angkuic","Austro-Asiatic","Yes","No","2,36","6b - Threatened","Col (LA, L)Con (LA, L)Saamtaav (LA, L)Samtao (LA, L)Samtao II (LA, L)","Kiorr (12033, GRN rec: No)","","Asia","LA","Yes"
"Laos","Chepya [ycp]","ycp","Sino-Tibetan, Tibeto-Burman, Ngwi-Burmese, Ngwi, Southern","Sino-Tibetan","Yes","No","1","7 - Shifting","","Chepya (20339, GRN rec: No)","","Asia","LA","No"
"Sri Lanka","Sri Lankan Malay Creole [sci]","sci","Creole, Malay based","Creole","Yes","No","57,4","6b - Threatened","Java Jati (LK, L)Melayu Bahasa (LK, L)Sri Lankan Malay (LK, L)","Sri Lankan Malay Creole (16886, GRN rec: No)","","Asia","LK","No"
"Sri Lanka","Sinhala [sin]","sin","Indo-European, Indo-Iranian, Indo-Aryan, Outer Languages, Southern, Sinhalese-Maldivian","Indo-European","Yes","No","16,370,480","1 - National","Chingalese (SG, L)Cingalese (LK, L)Singhala (LK, L)Singhalese (LK, L)Singhalese (SG, L)Sinhalese (LK, L)Sinhalese (SG, L)","Sinhala (345, GRN rec: Yes)Sinhala (345, GRN rec: Yes)Sinhala: Rodiya (16751, GRN rec: No)Sinhala: Rodiya (16751, GRN rec: No)Sinhala: Sabaragamu Sinhala (29188, GRN rec: No)Sinhala: Sabaragamu Sinhala (29188, GRN rec: No)Sinhala: Southern Sinhala (29189, GRN rec: No)Sinhala: Southern Sinhala (29189, GRN rec: No)Sinhala: Up-country Sinhala (29190, GRN rec: No)Sinhala: Up-country Sinhala (29190, GRN rec: No)Sinhala: Uva Province Sinhala (29191, GRN rec: No)Sinhala: Uva Province Sinhala (29191, GRN rec: No)","Rodiya (16751)","Asia","LK","No"
"Sri Lanka","Sri Lankan Sign Language [sqs]","sqs","Sign language, Deaf community sign language","Sign language","Yes","Yes","73,3","5 - Developing","","Sri Lankan Sign Language (19256, GRN rec: No)","","Asia","LK","No"
"Sri Lanka","Veddah [ved]","ved","Indo-European, Indo-Iranian, Indo-Aryan, Outer Languages, Southern, Sinhalese-Maldivian","Indo-European","Yes","No","","8b - Nearly Extinct","Beda (LK, L)Bedda (LK, L)Vaedda (LK, L)Veda (LK, L)Vedda (LK, L)Veddha (LK, L)Weda (LK, L)Weddo (LK, L)","Veddah (18028, GRN rec: No)","","Asia","LK","No"
"Myanmar","Chin, Anu-Khongso [anl]","anl","Sino-Tibetan, Tibeto-Burman, Ngwi-Burmese, Mru","Sino-Tibetan","Yes","No","2,7","6b - Threatened","Hkongso (MM, L)Kaungso (MM, L)Kaungtso (MM, L)Khaungtso (MM, L)Khawngso (MM, L)Anu-Hkongso Chin (MM, L)Khong (MM, L)No (MM, L)","Chin, Anu-Khongso (7033, GRN rec: No)Chin, Anu-Hkongso: Anu (23812, GRN rec: No)Chin, Khongso (23813, GRN rec: Yes)","Anu (23812)Khongso (23813)","Asia","MM","No"
"Myanmar","Pa'o [blk]","blk","Sino-Tibetan, Tibeto-Burman, Karenic, Peripheral","Sino-Tibetan","Yes","No","858,74","5 - Developing","Black Karen (MM, L)Black Karen (TH, L)Northern Taungthu (MM, L)Pa Oh (MM, L)Pa Oh (TH, L)Pa'O (TH, L)Pa-O (MM, L)Pa'o Karen (MM, L)Pa'o Karen (TH, L)Pa-Oh (TH, L)Pa-U (MM, L)Pa-U (TH, L)Taungtu (TH, L)","Pa'o: Southern (334, GRN rec: Yes)Pa'o: Southern (334, GRN rec: Yes)Pa'o: Moulmein (415, GRN rec: Yes)Pa'o: Moulmein (415, GRN rec: Yes)Pa'o: Northern (11623, GRN rec: No)Pa'o: Northern (11623, GRN rec: No)Pa'o (22787, GRN rec: No)Pa'o (22787, GRN rec: No)","Southern (00334)Moulmein (00415)Northern (11623)","Asia","MM","No"
"Myanmar","Karen, Bwe [bwe]","bwe","Sino-Tibetan, Tibeto-Burman, Karenic, Central","Sino-Tibetan","Yes","No","50","6a - Vigorous","Baghi (MM, L)Bghai (MM, L)Bghai Karen (MM, L)Blimaw (MM, L)Bwe (MM, L)Dareh (MM, L)Manaw (MM, L)","Karen, Bwe (414, GRN rec: Yes)Karen, Bwe: Eastern (24563, GRN rec: No)Karen, Bwe: Western (24564, GRN rec: No)","Eastern (24563)Western (24564)","Asia","MM","No"
"Myanmar","Chin, Bualkhaw [cbl]","cbl","Sino-Tibetan, Tibeto-Burman, Kuki-Chin, Central, Lai","Sino-Tibetan","Yes","No","15","5 - Developing","Bualkhaw Chin (MM, L)Bualkhua (MM, L)Phadei (MM, L)","Chin, Bualkhaw (18972, GRN rec: No)","","Asia","MM","No"
"Myanmar","Chin, Eastern Khumi [cek]","cek","Sino-Tibetan, Tibeto-Burman, Kuki-Chin, Peripheral, Southern","Sino-Tibetan","Yes","No","12","5 - Developing","Akelong (MM, L)Aki Along (MM, L)Amlai (MM, L)Asang (MM, L)Ghu (MM, L)Kaja (MM, L)Kajauk (MM, L)Kasang (MM, L)Khawngtu (MM, L)Laungtha (MM, L)Lemi Chin (MM, L)Likhaeng (MM, L)Maru (MM, L)Namboi (MM, L)Nangbwe (MM, L)Nise (MM, L)Palyng (MM, L)Paru (MM, L)Sangtha (MM, L)Tahaensae (MM, L)Taheunso (MM, L)Tao Cha (MM, L)Uiphaw (MM, L)Khami (MM, L)","Chin, Eastern Khumi (5171, GRN rec: Yes)Chin, Eastern Khumi: Lemi (5182, GRN rec: Yes)Chin, Eastern Khumi: Likhy (22888, GRN rec: No)Chin, Eastern Khumi: Rengcaa (23796, GRN rec: No)Chin, Eastern Khumi: Asang Khongcaa (23797, GRN rec: No)Chin, Eastern Khumi: Kanise (23798, GRN rec: No)Chin, Eastern Khumi: Khawng Tuu (23799, GRN rec: No)Chin, Eastern Khumi: Hnise (23800, GRN rec: No)Chin, Eastern Khumi: Khenlak (24600, GRN rec: No)Chin, Eastern Khumi: Khongtu (24601, GRN rec: No)Chin, Eastern Khumi: Nideun (24602, GRN rec: No)Chin, Eastern Khumi: Nisay (24630, GRN rec: No)","Lemi (05182)Likhy (22888)Rengcaa (23796)Asang Khongcaa (23797)Kanise (23798)Khawng Tuu (23799)Hnise (23800)Khenlak (24600)Khongtu (24601)Nideun (24602)Nisay (24630)","Asia","MM","No"
"Myanmar","Chin, Läoktü [cey]","cey","Sino-Tibetan, Tibeto-Burman, Kuki-Chin, Peripheral, Southern, Cho-Asho, Asho","Sino-Tibetan","Yes","No","6,65","6a - Vigorous","Khamaw (MM, L)Ekai (MM, L)Ekai Chin (MM, L)Läoktü (MM, L)Lawktu (MM, L)","Chin, Ekai (24025, GRN rec: No)Chin, Ekai: Daitu (24605, GRN rec: No)Chin, Läoktü: Khamo (29853, GRN rec: No)Chin, Läoktü: Kholai (29854, GRN rec: No)","","Asia","MM","No"
"Myanmar","Chin, Falam [cfm]","cfm","Sino-Tibetan, Tibeto-Burman, Kuki-Chin, Central, Lai","Sino-Tibetan","Yes","No","107,9","5 - Developing","Bawngcher (IN, L)Bondcher (IN, L)Bongshi (IN, L)Gunte (MM, L)Kaipang (IN, L)Keipang (IN, L)Khualshim (MM, L)Koloi (IN, L)Kwelshin (MM, L)Laiso (MM, L)Laizao (MM, L)Laizo-Shimhrin (MM, L)Lyen-Lyem (MM, L)Lyente (MM, L)Mursum (IN, L)Shunkla (MM, L)Sunkhla (MM, L)Taishon (MM, L)Tashom (MM, L)Tashon (MM, L)Yahow (MM, L)Zahao (MM, L)Zahau-Shimhrin (MM, L)Zahnyiet (MM, L)Za-How (MM, L)Zanniet (MM, L)Falam (MM, L)Falam Chin (IN, L)Falam Chin (MM, L)Fallam (IN, L)Fallam (MM, L)Halam (MM, L)Halam Chin (IN, L)Hallam (IN, L)Hallam Chin (MM, L)Tipura (IN, L)","Laizo-Chin (201, GRN rec: Yes)Laizo-Chin (201, GRN rec: Yes)Chin, Falam: Zanniat (239, GRN rec: Yes)Chin, Falam: Zanniat (239, GRN rec: Yes)Chin, Falam: Langkai (749, GRN rec: Yes)Chin, Falam: Langkai (749, GRN rec: Yes)Chin, Falam: Chorai (750, GRN rec: Yes)Chin, Falam: Chorai (750, GRN rec: Yes)Hallam: Langwang (753, GRN rec: Yes)Hallam: Langwang (753, GRN rec: Yes)Chin, Falam: Laizo (5136, GRN rec: Yes)Chin, Falam: Laizo (5136, GRN rec: Yes)Chin, Falam: Khualshim (5146, GRN rec: Yes)Chin, Falam: Khualshim (5146, GRN rec: Yes)Kaipeng (6176, GRN rec: Yes)Kaipeng (6176, GRN rec: Yes)Chin, Falam: Chari Chong (8760, GRN rec: No)Chin, Falam: Chari Chong (8760, GRN rec: No)Chin, Falam: Halam (8761, GRN rec: No)Chin, Falam: Halam (8761, GRN rec: No)Chin, Falam: Kalai (8763, GRN rec: No)Chin, Falam: Kalai (8763, GRN rec: No)Chin, Falam: Lente (8766, GRN rec: Yes)Chin, Falam: Lente (8766, GRN rec: Yes)Chin, Falam: Molsom (8767, GRN rec: No)Chin, Falam: Molsom (8767, GRN rec: No)Chin, Falam: Rupini (8769, GRN rec: No)Chin, Falam: Rupini (8769, GRN rec: No)Chin, Falam: Taisun (8771, GRN rec: Yes)Chin, Falam: Taisun (8771, GRN rec: Yes)Chin, Falam: Zahao (8772, GRN rec: No)Chin, Falam: Zahao (8772, GRN rec: No)Chin, Falam (19401, GRN rec: No)Chin, Falam (19401, GRN rec: No)Chin, Falam: Bondcher (22328, GRN rec: No)Chin, Falam: Bondcher (22328, GRN rec: No)Chin, Falam: Tapong (22330, GRN rec: No)Chin, Falam: Tapong (22330, GRN rec: No)Chin, Falam: Hlawnceu (24607, GRN rec: No)Chin, Falam: Hlawnceu (24607, GRN rec: No)Chin, Falam: Sim (24608, GRN rec: No)Chin, Falam: Sim (24608, GRN rec: No)","Laizo-Chin (00201)Zanniat (00239)Langkai (00749)Chorai (00750)Langwang (00753)Laizo (05136)Khualshim (05146)Kaipeng (06176)Chari Chong (08760)Halam (08761)Kalai (08763)Lente (08766)Molsom (08767)Rupini (08769)Taisun (08771)Zahao (08772)Bondcher (22328)Tapong (22330)Hlawnceu (24607)Sim (24608)","Asia","MM","No"
"Myanmar","Chin, Kaang [ckn]","ckn","Sino-Tibetan, Tibeto-Burman, Kuki-Chin, Peripheral, Southern, Cho-Asho, Cho","Sino-Tibetan","Yes","No","1,85","5 - Developing","Kaang Chin (MM, L)Kang (MM, L)Makaang (MM, L)Mgan (MM, L)M'kaang (MM, L)Mkan (MM, L)","Chin, Kaang (23242, GRN rec: No)","","Asia","MM","No"
"Myanmar","Chin, Laitu [clj]","clj","Sino-Tibetan, Tibeto-Burman, Kuki-Chin, Peripheral, Southern, Cho-Asho, Asho","Sino-Tibetan","Yes","No","15","5 - Developing","Daaitu (MM, L)Kongtu (MM, L)Daitu (MM, L)Hio Bei (MM, L)Hle-tu (MM, L)Laikhy (MM, L)Laitu Chin (MM, L)Laitu Kheu (MM, L)Ledu (MM, L)Leitu (MM, L)","Chin, Laitu (22515, GRN rec: Yes)Chin, Laitu: Kanni Stream (24651, GRN rec: No)Chin, Laitu: Panmyaunggyi Stream (24652, GRN rec: No)Chin, Laitu: Phuntha Stream (24653, GRN rec: No)Chin, Laitu: Yaw Stream (24654, GRN rec: No)","Kanni Stream (24651)Panmyaunggyi Stream (24652)Phuntha Stream (24653)Yaw Stream (24654)","Asia","MM","No"
