dialect_code,variant_name
02487,Merniyang
02487,Merriam
02487,Mirriam
02494,Bia
02494,Mid-Waria
02494,Muri
02494,Paiawa
02494,Tahari
02496,Saya: Sigidi
02496,Segiddi
02496,Sugudi
02498,Ai
02498,Yis: You
02501,Hunjara-Kaina Ke: Hunjara
02501,Orokaiva: Hunjara
02502,Ömie: Ihuaje
02504,Ömie: Juvaje
02505,Kamberi: Ubaka
02505,Tsuvadi Ubaka
02505,Tsuvadi: Ubaka
02506,Gung
02506,Kor
02506,Mwaghavul: Gung & Kor
02506,Mwaghavul: Mapun
02506,Sura
02509,Bade
02509,Bade: Bedde
02510,Bada: Gar
02510,Jarawa: Gar
02511,Bada: Kantana
02511,Jarawa: Kantana
02513,"Dinka, Northeastern: Niel"
02513,"Dinka, Padang: Niel"
02513,Dinka: Padang: Niel
02513,Nyiel
02513,Padang
02513,Padang: Niel
02514,Garhwali: Powri
02514,गढ़वाली: पोरी
02518,Bhili: Bhomat
02518,भीली: भोमत
02519,Bhili: North Gujarat
02519,Kherwara Bhili
02519,North Gujarati
02519,भीली: उत्तरी गुजरात
02520,Bheel
02520,Bhili: Rajasthan
02520,भीली: राजस्थान
02521,Baglung
02521,BaglungGurung
02521,Gurung: Baglung
02521,Gurung: Kaski
02521,Gurung: Pokhara
02521,Gurung: Pokhra
02521,Gurung: Western Gurung
02521,"Gurung, Western: Northwestern Gurung"
02521,Northwestern Gurung
02521,PokharaGurung
02521,गुरंग: कास्की
02522,Bhasa Purbi
02522,Eastern Pahari
02522,Gorkhali
02522,Khas Kura
02522,Nepali: Kathmandu
02522,Parbati Bhasa
02522,Purbi
02522,Purwi
02522,Purwi/Purbi
02522,नेपाली
02523,Kathmandu-Patan-Kirtipur
02523,Nepal Bhasa
02523,Nepal Bhasha
02523,Newari: Kathmandu
02523,नेपाल भाषा
02524,Gorkhali
02524,Nepali: Pokhara
02524,Nepali: Pokhra
02524,Pokhra
02524,नेपाली
02533,Aboro
02533,Afango
02533,Berom
02533,Berum
02533,Boro-Aboro
02533,Cen Berom
02533,Chenberom
02533,Gbang
02533,Kibbo
02533,Kibbun
02533,Kibo
02533,Kibyen
02533,Shosho
02536,Yoruba: Ekiti
02537,Agari
02537,Agbiri
02537,Gbiri
02537,Gbiri-Niragu
02537,Gbiri-Niragu: Gbiri
02537,Gura
02537,Gure
02537,Guri
02537,Igbiri
02537,Tugbiri
02537,Tugbiri-Niragu: Tugbri
02542,Daffo-Batura
02542,Ron: Daffo-Butura
02544,Ngmbang
02544,Ngmgbang
02544,Piti
02544,Piti: Riban
02544,Ribam
02544,Ribang
02544,Rigmgbang
02553,Djoundjou
02553,Mianka: Dioundiou
02553,Minianka
02553,"Senoufo, Mamara"
02560,Maraka: Touba
02560,Soninkanxaane
02560,Soninke: Touba
02560,Toubakai
02561,Gura
02561,Lame: Gura
02561,Lame: Gurawa
02565,Cakfem-Mushere: Kadim-Kaban
02565,Chakfem
02565,Kaban
02565,Kadim
02565,Kadim & Kaban
02565,Mwaghavul: Cakfem
02567,Bambara
02567,Bambaro
02567,Bamboro
02567,Bamburo
02567,Bombaro
02567,Bomberawa
02567,Bunberawa
02567,Lame: Bamburo
02567,Lame: Bamoro
02567,Lame: Mbaru
02567,Mbaru
02569,Anirago
02569,Aniragu
02569,Gbiri: Kahugu
02569,Gbiri-Niragu: Niragu
02569,Gibiri-Niragu: Kahugu
02569,Kafugu
02569,Kagu
02569,Kahugu
02569,Kapugu
02569,Tugbiri-Niragu: Niragu
02578,Bamako
02578,Bamana
02578,Bamanakan
02578,Bamanankan
02578,Bamanankan: Gana
02578,Bamanankan: Ganadugu
02578,Bambara
02578,Gana
02582,Ambandi
02582,Pia
02582,Pitiko
02582,Piya-Kwonci: Piya
02582,Wurkum
02587,Dumbulawa
02587,Gwarla
02589,Baya: Nigeria
02589,"Gbaya, Northwest"
02589,"Gbaya, Northwest: Gbea"
02589,"Gbaya, Northwest: Gbeya"
02589,Gwaya
02595,Balunda-Bima: Bima
02595,Balunda-Bima: Cameroon
02595,Bima: Cameroon
02595,Oroko: Bima
02598,Bakund
02598,Bakundu
02598,Bakundu-Balue
02598,Bawo
02598,Bekunde
02598,Kundu
02598,Lakundu
02598,Lokoko
02598,Nkundu
02598,Oroko: Lokundu
02603,Babue
02603,Bakundu-Balue: Balue
02603,Barue
02603,Lolue
02603,Oroko: Balue
02603,Oroko: Lolue
02603,Western Kundu
02606,Agimbili
02606,Awombui
02606,Bambili: Bambili
02606,Bambili-Bambui: Bambili
02606,Bambui
02606,Mbele
02606,Mbili
02606,Mbogoe
02612,Balundu: Ngolo
02612,Balungu-Bima: Ngolo
02612,Londo
02612,Ngolo
02612,Oroko: Longolo
02613,Balondo Ba Diko
02613,Balondo Ba Nanga
02613,Balundu
02613,Balundu-Bima
02613,Lundu
02613,Oroko: Londo
02614,Bakundu-Balue: Mbonge
02614,Oroko: Mbonge
02615,Duala
02615,Duala: Mongo
02615,Duala: Mungo
02615,Mungo
02615,Mungu
02615,Muungo
02624,Fungom: Lower
02624,Mmen: Lower Fungom
02624,Oso
02625,Fungom: Upper
02625,Mmen: Upper Fungom
02631,Batibo
02631,Besi
02631,Iyirikum
02631,Kugwe
02631,Meta: Moghamo
02631,Muywi
02631,Tiwirkum
02631,Widekum
02633,Bamenda
02633,Mendankwe
02633,Mendankwe-Nkwen: Mendankwe
02633,Munda
02633,Ndop: Mandankwe
02635,Afo
02635,Bafaw
02635,Bafaw Balong: Bafaw
02635,Bafaw-Balong: Bafo
02635,Bafowu
02635,Lefo'
02635,Ngoe
02635,Nho
02637,Ejagham
02637,Ekwe
02641,Chamula Tzotzil
02641,Tzotzil: Chamula
02641,Tzotzil de Chamula
02642,Bida
02642,Mangkon
02642,Mankon Ngemba
02642,Ngemba: Mankon
02643,Gwandaba
02643,Longuda: Nya Gwanda
02643,Longuda: Nyuwar
02643,Nya Gwanda
02644,Languda: Jessu
02644,Longuda: Jessu
02644,Longuda: Nya Dele
02644,Nunguda: Jessu
02644,Nya Dele
02646,Bafut: Beba'
02646,Bana
02653,Gypsy
02653,Manouche
02653,Manuche
02653,"Romani, Sinte"
02653,Romany: South German
02653,Rommanes
02653,Rommanese
02653,Romski: Juzno Nemacki
02653,Sinte
02653,Sinti
02653,Sintí
02653,Tsigane
02653,Ziguener
02656,Bakula
02656,Banda
02656,Bandawa
02656,dang Shoo
02656,Nwii Shoo
02656,"Shoo, Banda"
02656,Shoo-Minda-Nye: Bandawa
02656,Shoo-Minda-Nye: Shoo
02660,Guba
02660,Gubawa
02660,Mashiki
02660,Shiki
02660,Shiki: Gubi
02663,Mannang
02663,Mumuye: Zing
02663,Mumuye: Zing & Ya/Mannang
02663,Mumuye: Zinna
02663,Zing & Ya/Mannang
02663,Zinna
02665,Boodla
02665,Boodlә
02665,Dass: Zumbul
02665,Dumbulawa
02665,Zumbulawa
02668,Agbor
02668,Ibo: Ika
02673,Teen
02673,Touni
02674,Agni: Samwi
02674,Anyi
02674,Anyin: Sanvi
02674,Anyi: Sanwi
02674,Sanvi
02674,Sanwi
02676,Charhajar
02676,Gamale
02676,Kham: Char Hajar
02676,Rukhum
02678,Kham: Sat Gaun Khola
02678,Sarkhaun Khola
02678,Sat Gau Khola
02680,Mitontic
02680,San Miguel Mitontic
02680,Tsotsil
02680,Tzotzil: Chenalho: Mitontic
02680,"Tzotzil, Chenalho: San Miguel Mitontic"
02680,Tzotzil de Mitontic
02681,Chenalho Tzotzil
02681,Chenalo
02681,Chenaló
02681,San Pedro Chenalho
02681,Tsotsil
02681,Tzotzil: Chenalho
02681,Tzotzil de Chenalho
02688,Tharu: Mari
02692,Newari: Baglung
02692,नेपाल भाषा
02693,Newari: Pokhara
02693,Newari: Pokhra
02693,Pokhra
02693,नेपाल भाषा
02694,Machamarne
02694,Newari: Porde
02694,नेपाल भाषा
02696,Dioula
02696,Dioula: Dabakala
02696,Diula
02696,Djula
02696,Dyoula
02696,Dyula
02696,Julakan
02696,Jula: Kong
02696,Jula: Kong Jula
02696,Malinke
02698,Guere: Guiglo
02702,Senari
02702,"Senoufo, Cebaara: Tyebara"
02702,Senoufo: Tyebara
02703,Binandere: Ambasi
02703,Binandere: Dawari
02706,Managalas: Averi
02706,Managalasi
02706,Managalasi: Averi
02706,Managulasi
02707,Managalasi
02707,Managalasi: Wakue
02707,Managalas: Wakue
02707,Managulasi
02711,Bhojpuri: Don
02711,Tharu
02711,Tharu: Don
02711,भोजपुरी: दौन
02715,Pangwali: Kilari
02715,पंगवाली: किलारी
02716,Pangwali: Purti
02716,पंगवाली:पूर्ती
02720,Guevea de Humboldt
02720,Northern Isthmus
02720,Northern Isthmus Zapotec
02720,San Miguel de Guevea
02720,"Zapotec, Guevea: San Miguel"
02720,Zapoteco de Guevea de Humboldt
02720,Zapoteco: San Miguel De Guevea
02721,Zapoteco de Solaga
02721,Zapoteco: San Bartolome Zoogocho
02721,"Zapoteco, Zoogocho"
02721,"Zapotec, Zoogocho: Solaga"
02726,San Francisco Lachigolo
02726,San Juan Guelavia
02726,San Marcos Tlapazola
02726,Teotitlan de Valle
02726,Tlacolula
02726,"Zapotec, Guelavia: Valle"
02726,Zapoteco: San Marcos Tlapazola
02726,"Zapoteco, S.J.G.: Teotitlan del"
02726,Zapoteco: Tlacolula
02726,Zapoteco: Valle
02726,Zapoteco: Vally
02726,Zapotec: Valle
02726,"Zapotec, Western Tlacolula Valley"
02729,Lhowa: Upper Mustang
02729,Loba
02729,Lo Montang
02729,Lopa
02729,Lopawa
02729,Lowa
02729,Loyu
02729,Mustang
02729,Mustangi
02731,Mixteco: Eastern
02731,"Mixteco, Penoles"
02731,"Mixtec, Penoles: Estetla"
02735,"Mixtec, Apasco-Apoala: San Miguel Huautla"
02735,"Mixteco, Apasco y Apoala"
02735,Mixteco: Santiago Apoala
02737,Ixtapa
02737,Tsotsil
02737,Tzotzil: Chamula: Ixtapa
02737,Tzotzill de Ixtapa
02738,Totolapa
02738,Tsotsil
02738,Tzotzil: Chamula: Totolapa
02738,Tzotzil de Totolapa
02739,San Bartolome Venustiano Carranza Tzotzil
02739,San Bartolomé Venustiano Carranza Tzotzil
02739,Totiques
02739,Tzotzil de Venustiano Carranza
02739,Tzotzil: Venustiano Carranza
02739,Venustiano Carranza Tzotzil
02747,Vumbu
02747,Yivoumbou
02748,Anii
02748,Ouindji
02748,Windji
02759,Chinanteco de Santiago Tlatepusco
02759,Chinanteco de Tlatepusco
02759,Chinanteco: Santiago Tlatepusco
02759,"Chinantec, Tepetotutla: Tlatepusco"
02764,Nateni
02764,Nateni: Natemba
02764,Nateni: Nateni
02764,Nateni: Natimba
02767,"Mixtec, Acatlan: Tonahuixtla"
02767,"Mixteco, Puebla Sur: Tonahuixtla"
02767,"Mixteco, Southern Puebla"
02770,Pygmee: Gabon du Sud
02773,Chiapas Mam
02773,Frontera Mam
02773,Mam de la Frontera
02773,Mam de Tacaneco
02773,Mame: Frontera
02773,Mame: Tacaneco/Mame: Frontera
02773,Mam: Tacaneco & Mame: Frontera
02773,Mexican Mam
02773,Tacanec
02773,Tacaneco
02773,Tacaneco Mam
02775,Amatenango del Valle
02775,Tsendal
02775,"Tzeltal, Bachajon: Amatenango"
02775,"Tzeltal, Bachajon: Amatenango del Valle"
02775,Tzendal
02782,Malinke: Kedougou
02782,Maninka
02782,Meninka
02792,Lamogai
02792,Lamogai: Pulie-Rauto
02792,Rauto
02792,Roto
02795,Idne
02795,Kilenge
02795,Maleu-Kilenge
02795,Maleu-Kilenge: Maleu
02797,Berba: Bourba
02797,Biali: Bourba
02799,Dandawa
02799,Dendi
02803,Baga
02803,Koka
02803,Losso
02803,Losso: Naudem
02803,Losu
02803,Naoudem
02803,Naudem
02803,Naudm
02803,Naudum
02803,Nawdam
02803,Nawdm: Niamtougou
02803,Nawdm: West
02803,Niamtougou
02803,West Nawdm
02806,"Birifor, Malba: Wile"
02808,Ouatchi.
02808,Ouatchi: Benin
02808,Ouatci
02808,Wachi
02808,Waci
02808,Waci-Gbe
02808,Watyi
02808,Watyu
02813,Hdi
02813,Hdi: Tur
02813,Hdi Turu
02813,Hedi: Tur
02813,Hide
02813,Xadi
02813,Xedi
02813,Xәdi
02815,Ana
02815,Anago
02815,Ana-Ife
02815,Ana-Ifé
02815,Baate
02815,Ede Ife
02815,Ede-Ife
02815,Ife
02815,Ifè
02815,Ife-Ilodji
02815,Ife: Ilodji
02818,Chontal de Tamulté
02818,"Chontal, Tabasco: Tamulte"
02818,"Chontal, Tamulté de las Sábana"
02818,Mujte'
02818,Tabasco
02818,Tomulte
02819,"Chontal, Tabasco: San Carlos"
02819,Tabasco
02819,Yocot'an
02823,Mixe: Puzmetcan
02826,Mixteco: Tetaltepec y el Alto
02826,"Mixtec, Yucuane: Tetaltepec y el Alto"
02828,Guevea de Humboldt
02828,Northern Isthmus
02828,"Zapotec, Guevea: Guienagati"
02832,Boma Kasai
02832,Buma
02832,Kiboma
02835,Bonguili: Bokiba
02838,Kiteke: Komono
02838,South Central Teke
02838,Teke du Pool
02838,"Teke, Western: Komono"
02839,Kiteke: Zanaga
02839,"Teke, Western: Zanaga"
02841,Mawshang
02841,Monsang
02841,Monshang Naga
02841,Moshang
02841,Moyon
02841,Moyon-Monshang Naga
02841,Mushang
02841,Naga
02841,"Naga, Monsang"
02841,मोनशांग
02846,Chulikata
02846,Chulikota
02846,Idu
02846,Mishmi: Sulikota
02846,मिश्मी:सुलिकोटा
02847,Managalasi: Numba
02847,Managalas: Nupa
02847,Managulasi
02847,Numba
02851,Dugwor
02851,"Dugwor, Mikere"
02851,Dugwor: Mikere
02851,Dugwor: Mikiri
02851,Melokwo
02851,Mikiri
02852,Douvangar
02852,Meri
02852,Mofu-Douvangar
02852,Mofu: Meri
02852,Mofu-Nord
02852,"Mofu, North"
02853,Gemshek
02853,Mineaou
02853,Zulgo-Gemzek: Mineo
02853,Zulgo: Mineo
02853,Zulgo-Minew
02853,Zulgwa
02855,Lingala
02855,Lingala: Brazzaville
02855,Ngala
02858,Ambede
02858,Limbede
02858,Mbédé
02858,Mbere
02858,Mbete
02858,Mbété
02863,Bavili
02863,Vili: Pointe Noire
02867,Bakota: Mekambo
02868,Fang: Lambarene
02868,Fang: Lambaréné
02873,Aak'u
02873,Acoma
02873,K'awaika
02873,Keres: Acoma & Laguna
02873,Keres: Acoma/Laguna
02873,Keresan: Acoma
02873,"Keres, Western"
02873,Keres Western: Acoma-Laguna
02873,"Keres, Western: Laguna"
02873,Laguna
02873,Queresano Occidental
02873,Western Keres
02873,Western Keres Pueblo
02876,Fali North: Basseo
02876,"Fali, North: Basseo"
02877,Bori
02877,Bveri
02877,Fali: Bori-Peske
02877,Fali du Peske-Bori
02877,"Fali, North: Bori-Peske"
02877,"Fali, North: Bveri"
02877,Peske
02879,"Fali, South: Fali-Tinguelin"
02879,"Fali, South: Yek Mango"
02879,Fali-Tinguelin
02879,Fali: Yek Mango
02879,Mango
02879,Ndoudja
02879,Ram
02879,Toro
02888,Bafek
02888,Ewondo: Bafeuk
02889,Gisiga: Maroua
02889,"Giziga, North: Maroua"
02889,Migisiga
02890,Alta Oeste
02890,Cha't An
02890,"Chatino, Alta Oeste"
02890,Chatino de la Zona Alta Occidental
02890,"Chatino, Western Highland"
02890,"Chatino, Western Highland: Yaitepec"
02890,"Chatino, Western Highland: Yaitepec Chatino"
02890,"Chatino, West Highland: Yaitepec"
02890,Sierra Occidental Chatino
02890,Yaitepec Chatino
02893,Northern Villa Alta
02893,Zapoteco: Northern Villa Alta
02893,"Zapoteco, Rincon"
02893,"Zapotec, Rincon: Yagallo"
02900,Mofu: Tchakidjebe
02900,Mofu: Tchakidjébé
02901,Mey Zədem
02901,Mofu Goudour
02901,Mofu-Gudur
02901,Mofu-Gudur: Zidim
02901,"Mofu, South"
02901,Mofu: Zidim
02904,Mboum: Baba
02904,Mbum: Baba
02905,Aku
02905,Fulani: Plateau
02905,Fulfulde Bororo
02905,Fulfulde Caka Nigeria
02905,Fulfulde Kano Katsino
02905,"Fulfulde, Nigerian: Bororo"
02905,"Fulfulde, Nigerian: Kano-Katsi"
02905,"Fulfulde, Nigerian: Plateau"
02905,Fulfulde: Plateau
02905,Nigerian Fulfulde
02905,Plateau
02906,Engadina Bassa
02906,Grisons
02906,Ladinish
02906,Ladinish: Lower
02906,Lower Engadine
02906,Rheto-Romance: Lower Engadine
02906,Romanche
02906,Romanche: Lower Engadine
02906,Romansch: Lower Engadine
02906,Romansh: Vallader
02906,Rumantsch: Engiadina Bassa
02907,Engadina Ota
02907,Ladinish
02907,Ladinish: Upper
02907,Rheto-Romance: Upper Engadine
02907,Romanche: Puter
02907,Romanche: Upper Engadine
02907,Romansch: Upper Engadine
02907,rumantsch
02907,Rumantsch: Engiadina Ota
02907,Upper Engadine
02908,Rheto-Romance: Oberland
02908,Romanche
02908,Romanche: Oberland
02908,rumantsch
02908,Rumantsch: Oberland
02908,Surselvish
02909,Alemanic
02909,Alemannic
02909,Alemannisch
02909,Allemannisch
02909,Alsatian
02909,"German, Swiss"
02909,"German, Swiss, Basel"
02909,"German, Swiss: Basel"
02909,Schweizerdeutsch
02909,Schwiizerdutsch
02909,Schwiizertuutsch
02909,Schwizerdutsch
02909,Schwizertitsch
02909,Schwizertitsch Mundart
02909,Schwytzertuetsch
02909,Schwyzerdütsch
02909,Schwyzerdutsch: Basel
02909,Schwyzerdutschi Sprooch
02909,Swiss German
02909,Swiss German: Basel
02909,Upper Alemannic
02913,Estado de México Otomi
02913,"Otomi, Estado de Mexico"
02913,"Otomi, Estado de Mexico: San Felipe y Santiago"
02913,Otomi: San Felipe y Santiago
02913,San Felipe
02913,San Felipe Santiago Otomi
02932,Azoumeina: Kolon
02932,Marba
02933,Azoumeina: Leo
02933,Leou
02933,Lew
02934,Azoumeina: Marba
02934,'Azumeina
02934,Azumeina
02934,Azumeina: Marba
02934,Banana
02934,Bananna
02934,Kulung
02934,Maraba
02941,Abayong
02941,Agwagwune: Abayong
02941,Agwagwune: Abayongo
02941,Bayino
02941,Bayono
02944,Arabic: Shuwa: Guera
02944,"Arabic, Western Sudanic"
02944,Djerkatche
02944,Guera
02944,Guera Group (4)
02944,Morgui
02944,Moukoulou
02944,Seguine
02945,Agwagwune: Adim
02945,Dim
02945,Odim
02950,Boum: Kyabe
02952,Akparabong
02952,Ekparabong
02952,Ndoe: Akparabong
02952,Ndoe: Ekparabongs
02954,Ubaghara: Utima
02954,Ubaghara: Utuma
02954,Utama
02954,Utamu
02954,Utima
02958,"Fulfulde, Domona"
02958,Maraba
02962,Abakpa
02962,Aqua
02962,Ejagham: Qua
02962,Ejagham: Southern Ejagham
02962,Ekin
02962,Southern Ejagham
02965,'Azumeina
02965,Azumeina
02965,Kolong
02965,Kulung
02965,Maraba
02966,Kuka
02966,Lisi
02966,Naba: Kouka
02966,Naba: Lisi
02968,Tharu: Khatima
02968,Tharu Rana: Khatima
02968,थारू: खटीमा
02970,Kenga: Abtouyour Mataie
02975,Kwang: Ngam
02975,Ngam Kwon
02980,Alto Bayano
02980,Cuna: Alta Bayano & San Blas
02980,Cuna: Alto Bayano
02980,Cuna: Alto Bayano & San Blas
02980,"Cuna, San Blas: Bayano"
02980,Kuna: Alto Bayano
02980,"Kuna, San Blas"
02980,"Kuna, San Blas: Bayano"
02980,Maje
02981,Deutsch: Holsteiner Platt
02981,German: Holsteiner
02981,German: Holsteiner Platt
02981,"German, Low"
02981,Holsatian
02981,Holsteiner Platt
02981,Low German
02981,Plattdeutsch
02981,"Saxon, Low: Holsteinisch"
02992,Ganaze
02992,Garia
02992,Garihe
02992,Kwale: Garia
02992,Kware: Ganaze & Garihe
02992,Uare: Garihe
02993,Humene: Lagume
02993,Kware: Lagume
02993,Lakume
02993,Manukolu
02996,Adele: Lower
02996,Adele: Lower Adele
02996,Lower Adele
02996,Lower Gidire
03000,Sinaugoro: Boku
03002,Basque [France]
03002,Basque: Navarrese-Labourtan
03002,Nafar-lapurtera
03002,Navarro-Labourdin
03003,Babakarupu
03003,Balawaia
03003,Baravaia
03003,Sinaugoro: Babagarupu
03003,Sinaugoro: Balawaia
03004,Sinagoro: Tubulamo
03004,Sinagoro: Tuburamo
03004,Sinaugoro: Tuburamo
03004,Sinaugoro: Tuburamo & Ikega
03004,Tubulamo
03004,Tuburamo & Ikega
03007,Longphi
03007,Lunghpyi
03007,Tangsa: Musang
03007,Tangsi: Lunghpyi
03007,तंगसा: मुसंग
03008,Naga Tase: Sanke
03008,Sanke
03008,Tangsa: Shanke
03008,तांग्सा: शांके
03017,Black Bobo
03017,Bobo Fing: Santidougou
03018,Gouro: Oume
03018,Gouro: Oumé
03018,Guro: Oume
03019,Elgeyo
03019,Kalenjin
03019,Kalenjin: Keiyo
03020,Chichonyi-Chidzihana-Chikauma: Jibana
03020,Chidzihana
03022,Bukusu: Tachoni
03022,Lubukusu
03022,Lutachoni
03022,Luyia: Tachoni
03022,Tachioni
03022,Tachon
03022,Tatsoni
03025,Madi: Moyo
03026,Chamus
03026,Ilcamus
03026,Iljamus
03026,Njamusi
03026,Njemps
03026,Samburu: Chamus
03026,Samburu: Njemps
03032,Eskimo: Thule
03032,Greenlandic: Northern
03032,Greenlandic: Thule Inuit
03032,Inuit: Greenlandic
03032,"Inuktitut, Greenlandic: Polar Eskimo"
03032,Inuktun
03032,kalaallisut
03032,Kalaallisut
03032,North Greenlandic
03032,Polar Inuit
03032,Thule
03032,Thule Inuit
03034,Boran
03034,Borana: Gabbra
03034,Gabra
03034,"Oromo, Borana-Arsi-Guji: Gabra"
03035,Deutsch
03035,Deutsch: Oesterreichisch
03035,German: Austrian
03035,"German, Standard"
03035,Osterreichisch
03035,Österreichisch
03038,Greenlandic: Eastern
03038,Inuit: Greenlandic
03038,Kalaallisut
03038,Kalatdlisut: Tuno
03041,Kigiryama
03041,Kigiryama: Kambe
03042,Berbere: Demnate
03042,Berber of Demnate
03042,Tachelheit: Demnate
03042,تشلحيت
03044,"Austrian, Carinthian"
03044,"Austrian, South"
03044,Bavarian: Kaerntnerisch
03044,Carinthian
03044,Deutsch: Kaerntnerisch
03044,German: Carinthian
03044,Karnten: Osterreich
03044,Karntnerisch
03044,Kärntnerisch
03044,"Oesterreichisch, Kaerntnerisch"
03044,"Oesterreichisch, Sued"
03044,"Osterreichisch, Karntnerisch"
03044,"Österreichisch, Kärntnerisch"
03044,"Osterreichisch, Sud"
03044,"Österreichisch, Süd"
03045,Caldarash
03045,Danubian
03045,Gypsy
03045,Gypsy: Coppersmith
03045,Italian Kalderash
03045,Kaldarari
03045,Kalderashicko
03045,Rom
03045,Romanes
03045,Romanian Kalderash
03045,"Romani, Vlach: Kalderash"
03045,Romenes
03045,Taikon Kalderash
03045,Tsigene
03045,Wallach
03047,Slovenian: Windisch
03047,Slovenisch
03047,Windisch
03053,Ambulas: Wosera
03053,Ambulas: Wosera-Kamu
03053,Hambugani
03053,Kumanjui
03053,Kwasingwa
03053,Maprik
03053,Nunguaia
03053,Wosera
03053,Wosera Group
03053,Wosera: Kumanjui
03053,Wosera: Kwasingwa
03053,Wosera: Nunguaia
03058,"Senoufo, Supyire: Zeguedougou"
03058,Senoufo: Zeguedougou
03065,Chakesang Khuzhale
03065,Chakesang Naga
03065,Chakhesang: Khuzhale
03065,Khazhale
03065,छकेसंग: खुज़ाले
03068,Dafing
03068,Marka
03069,Criolo: Cabo Verde
03069,"Crioulo, Upper Guinea"
03069,kriolu kabuverdianu
03069,Portuguese Creole
03072,Anyii
03072,Anyii Bobolosa
03072,Anyii Ebosa
03072,Anyin: Aowin
03072,Brissa
03072,Brosa
03072,Brusa
03076,Mianka: Yorosso
03076,"Senoufo, Mamara: Yorosso"
03077,Kissi: Sierra Leone
03077,Kissi: Southern
03080,Samogho: Dyanka
03081,Samogho: Nyanakan
03081,"Samo, Southern: Toma"
03089,Kibet: Mouro
03089,Kibet: Murru
03089,Mourro
03089,Muro
03089,Murru
03091,Kigiryama
03091,Kigiryama: Ribe
03091,Rihe
03093,Bench: Dezi
03093,Madji
03093,Maji
03095,Charha
03095,Cheha
03095,Gurage: Charha
03095,"Gurage, West: Chaha"
03095,Sebat Bet Gurage: Chaha
03096,Hadiya
03096,Kambaata
03096,Kambatta: Wollkitie
03107,Bao
03107,Bula
03107,East Mafa
03107,East Roua
03107,Mafa: East
03107,Mafa: Roua
03107,Matakam
03107,Matakam: Roua
03107,Mazam
03107,Midre
03107,Mofa
03107,Natakani
03107,Soulede
03110,Bist Doabi
03110,Doabi
03110,Gurmukhi
03110,Gurumukhi
03110,Jalandari
03110,Panjabi Eastern: Doab
03110,"Panjabi, Eastern: Doab"
03110,पंजाबी पूर्वी : दोआब
03114,Brao
03114,Laveh: Kong Mi
03115,Ban Tahoit
03115,Ban Tahuat
03115,Nyaheun: Ban Tahot
03115,Tahoit
03116,Nam Tuit
03116,Nyaheun: Nam Tuat
03118,Lua'
03118,P'ai
03118,Phai: Central
03118,ไปรกลาง
03119,P'ai
03119,Phai: Southern
03119,Prai: Southern
03119,Southern Prai
03119,ไปรใต้
03123,Bung Sai
03123,Gugi
03123,Kougi
03123,Kuy: Kham Noi
03123,Souei: Kham Noi
03123,Sui
03124,Lava
03124,Lavua
03124,Lavüa
03124,Lawa: Ban Dong
03124,Lua
03124,Luwa
03124,L'wa
03124,Mountain Lawa
03124,Rawa
03124,Wa
03124,Wa Proper
03124,ละว้าบ้านดง
03125,Ban Sarn
03125,Lawa: Ban Sam
03125,Rawa
03125,ละว้าบ้านสาม
03126,"Lawa, Eastern: Papae"
03126,Lawa: Papae
03126,Rawa
03126,ละว้าป่าแป๋
03127,Akha: Thailand
03127,อาข่า: ประเทศไทย
03130,Mixteco de San Pedro Molinos
03130,"Mixteco, San Miguel el Grande"
03130,Mixteco: San Pedro Molinos
03130,"Mixtec, San Miguel el Grande: San Pedro Molinos"
03131,Ago
03134,Ganza
03134,Gumuz: Gesso
03134,Gumuz: Sese
03134,Gumzs: Gesso
03134,Saysay
03134,Sese
03134,Shangilla
03134,Shangul
03134,Shankala
03134,Shankala: Sese
03139,Baya
03139,"Gbaya, Northwest: Gbaya"
03139,Gbea
03139,Gbeya
03140,Amar
03140,Amarcocche
03140,Amer
03140,Ammar
03140,Bana
03140,Banne
03140,Banne'
03140,Barne
03140,Beshada
03140,Bunna
03140,Cocche
03140,Hamar
03140,Hamar-Koke
03140,Hamer
03140,Hamer-Banna
03140,Hammer
03140,Hammercoche
03140,Kara Kerre
03141,Ute-Southern Paiute: Chemehuevi
03151,Berta
03152,Mixe: Terantlali
03153,Apasco Mixtec
03153,Apoala Mixtec
03153,"Mixtec, Apasco-Apoala: Apoala"
03153,"Mixteco, Apasco y Apoala"
03153,Mixteco: Apoala
03153,Mixteco de Chocho
03153,Mixteco de Santiago Apoala
03153,Mixteco: Santiago Apoala
03153,Northern Nochixtlan Mixtec
03153,Northern Nochixtlán Mixtec
03159,Dime
03160,Basque: Guipuzcoan
03160,Western Basque
03162,Catala
03162,Català
03162,Catalán
03162,Catalan: Central
03162,Catalan-Valencian-Balear: Central
03162,Catalan-Valencian-Balear: Central Catalan
03162,Central Catalan
03162,嘉泰罗尼亚语
03162,嘉泰羅尼亞語
03164,Calo
03164,Francais: Gitan
03164,French: Gitan
03164,Gypsy
03167,Kantoo
03167,Kantu
03167,Katu: Quang Nam
03167,Teu
03168,"Mnong, Eastern"
03168,Mnong: Lam
03168,Mnong Rlam
03168,Pnong
03168,Rolom
03172,Sdieng
03172,Steng
03176,Die
03176,Jeh: Southern
03176,Ye
03176,Yeh
03190,Boktan: Dialekh
03190,Dialekh
03190,Dialekn
03190,Jalbangi
03190,Kham: Jelbangi
03190,Magar: Bhoktan
03199,Cocama-Cocamilla: Cocamilla
